,Player ID,Player Name,Age,Gender,Country,Favorite Game Genre,Email,Game ID,Total Playtime,Total Wins,Total Losses,Kill/Death Ratio,Experience Points (XP),Achievements Unlocked,Game Title,Genre,Release Date,Publisher,Platform,Average Playtime,Metacritic Score
1220,683,Sophia Jones,53.0,M,UK,RPG,bxvxvsfq@example.com,440,88,77,25,3.8753826151908854,2053,40,Mystery Journey,Strategy,2022-01-01,Publisher12,PC,,83
1221,683,Sophia Jones,53.0,M,UK,RPG,bxvxvsfq@example.com,1350,57,17,81,1.6421243471131688,6632,48,Adventure Legends,RPG,2022-01-01,Publisher13,Xbox Series X,69.0,73
1222,3789,Jane Jones,61.0,F,Canada,Adventure,cgasazzz@example.com,1350,38,63,9,3.259756828857543,6095,24,Adventure Legends,RPG,2022-01-01,Publisher13,Xbox Series X,69.0,73
1223,684,Olivia Jones,,F,Germany,Adventure,qqwqnxjw@example.com,422,141,31,91,1.2853587695664197,7043,38,Magic of Duty,Sports,2022-01-01,Publisher1,PC,25.0,82
1224,1993,James Taylor,12.0,Other,USA,RPG,zuyrfqpy@example.com,422,134,0,9,4.696508432949943,4089,28,Magic of Duty,Sports,2022-01-01,Publisher1,PC,25.0,82
1225,4574,Jane Moore,,Other,Australia,Simulation,veuihxsb@example.com,422,43,41,71,1.9515188518199214,7597,16,Magic of Duty,Sports,2022-01-01,Publisher1,PC,25.0,82
1226,686,James Moore,40.0,Other,France,RPG,ctxgdzxd@example.com,485,88,95,74,1.309622239100098,8030,10,Legends Legends,Adventure,2022-01-01,Publisher19,Switch,58.0,101
1227,1846,Emma Smith,37.0,Other,USA,Adventure,vkyanrzc@example.com,485,78,99,86,2.175074709443406,5076,22,Legends Legends,Adventure,2022-01-01,Publisher19,Switch,58.0,101
1228,688,Ava Williams,65.0,F,France,Adventure,mjbxwovo@example.com,1801,118,42,39,4.256990876801421,5040,45,War Legends,RPG,2022-01-01,Publisher3,PC,98.0,102
1229,688,Ava Williams,65.0,F,France,Adventure,mjbxwovo@example.com,3844,195,28,70,4.156700482556319,3917,28,Heroes Legends,Adventure,2022-01-01,Publisher9,PS5,45.0,82
1230,2485,Emma Moore,45.0,F,Canada,Simulation,lrgduupc@example.com,3844,54,85,0,4.327530911047053,9921,20,Heroes Legends,Adventure,2022-01-01,Publisher9,PS5,45.0,82
1231,689,Daniel Davis,54.0,F,USA,Simulation,gjgdqvtq@example.com,2739,140,63,74,0.8335747854795421,3427,45,Battle Empire,RPG,2022-01-01,Publisher16,PS5,,68
1232,689,Daniel Davis,54.0,F,USA,Simulation,gjgdqvtq@example.com,2366,114,36,65,4.688287462007107,2197,34,Heroes Quest,Sports,2022-01-01,Publisher9,Xbox Series X,25.0,91
1233,1139,James Taylor,32.0,Other,Germany,Simulation,gwpjrlvq@example.com,2366,169,44,22,1.6760134844758068,1802,22,Heroes Quest,Sports,2022-01-01,Publisher9,Xbox Series X,25.0,91
1234,690,John Williams,66.0,,Germany,Action,wzgcyinj@example.com,5093,109,19,65,3.511276953930646,6906,50,Legends Journey,FPS,2022-01-01,Publisher16,Switch,78.0,97
1235,690,John Williams,66.0,,Germany,Action,wzgcyinj@example.com,2048,83,24,54,2.4939808035450257,6842,6,Heroes Journey,Adventure,2022-01-01,Publisher14,Xbox Series X,42.0,101
1236,1873,James Moore,16.0,F,Australia,Simulation,khionasx@example.com,2048,122,15,71,1.4171190268963358,7617,45,Heroes Journey,Adventure,2022-01-01,Publisher14,Xbox Series X,42.0,101
1237,690,John Williams,66.0,,Germany,Action,wzgcyinj@example.com,4232,38,34,31,3.173892418458573,8682,11,Fantasy Saga,RPG,2022-01-01,Publisher16,Switch,24.0,100
1238,691,Sophia Smith,43.0,Other,Australia,Strategy,umfuqeep@example.com,3323,94,70,69,2.596821532018895,8661,25,Space Chronicles,Strategy,2022-01-01,Publisher10,PC,58.0,80
1239,691,Sophia Smith,43.0,Other,Australia,Strategy,umfuqeep@example.com,110,191,19,46,4.297675185950338,4342,0,War Journey,Strategy,2022-01-01,Publisher16,PC,27.0,76
1240,3884,Daniel Brown,40.0,M,Australia,Simulation,xsbyydbn@example.com,110,63,35,40,4.350930114546103,4040,36,War Journey,Strategy,2022-01-01,Publisher16,PC,27.0,76
1241,692,Sophia Moore,47.0,F,Canada,Simulation,xaiuvgzv@example.com,4415,16,5,27,4.557855619181778,8266,45,Mystery Chronicles,Strategy,2022-01-01,Publisher8,Xbox Series X,38.0,79
1242,4769,Olivia Brown,,,UK,Simulation,wwbvhkme@example.com,4415,128,50,24,2.6968906879743786,576,28,Mystery Chronicles,Strategy,2022-01-01,Publisher8,Xbox Series X,38.0,79
1243,692,Sophia Moore,47.0,F,Canada,Simulation,xaiuvgzv@example.com,401,19,81,61,2.9164432204697577,1744,3,Battle of Duty,RPG,2022-01-01,Publisher14,PC,42.0,107
1244,692,Sophia Moore,47.0,F,Canada,Simulation,xaiuvgzv@example.com,563,20,30,16,3.828833477419361,6772,42,Fantasy Empire,Sports,2022/01/01,Publisher9,Xbox Series X,,79
1245,696,Daniel Miller,,F,UK,Adventure,fivqeuvr@example.com,1772,171,21,31,4.665261676246575,8180,47,Space Chronicles,RPG,2022-01-01,Publisher1,Xbox Series X,24.0,70
1246,696,Daniel Miller,,F,UK,Adventure,fivqeuvr@example.com,4535,107,88,35,0.6402466242770773,2694,24,Legends of Warcraft,RPG,2022-01-01,Publisher9,PC,78.0,80
1247,698,John Williams,38.0,Other,Germany,RPG,jzpdkood@example.com,3005,189,38,94,4.248653685868881,7925,2,Heroes of Duty,Sports,2022-01-01,Publisher14,Xbox Series X,96.0,91
1248,699,Sophia Wilson,18.0,M,Germany,Action,atsadiqj@example.com,4466,110,45,16,1.209735347933879,605,21,Legends of Warcraft,Strategy,2022-01-01,Publisher12,Switch,57.0,98
1249,1341,Emma Davis,15.0,Other,Germany,Simulation,kyqallox@example.com,4466,136,100,95,2.4593901441087866,3997,28,Legends of Warcraft,Strategy,2022-01-01,Publisher12,Switch,57.0,98
1250,1845,Olivia Williams,,F,Australia,Adventure,dgojobfv@example.com,4466,185,55,98,4.547939117606283,669,9,Legends of Warcraft,Strategy,2022-01-01,Publisher12,Switch,57.0,98
1251,2465,Jane Williams,,M,USA,Adventure,inthwvff@example.com,4466,57,46,21,4.265316000500765,8425,33,Legends of Warcraft,Strategy,2022-01-01,Publisher12,Switch,57.0,98
1252,701,Jane Smith,36.0,M,UK,Adventure,foeyldop@example.com,3294,180,91,89,1.7526585206207415,1419,25,Fantasy World,Sports,2022-01-01,Publisher19,PC,31.0,91
1253,1726,Daniel Davis,56.0,Other,France,Adventure,famtoezv@example.com,3294,88,17,16,1.3361325286777053,7381,16,Fantasy World,Sports,2022-01-01,Publisher19,PC,31.0,91
1254,701,Jane Smith,36.0,M,UK,Adventure,foeyldop@example.com,5000,177,81,72,4.897716686165442,8831,33,Quest Saga,Sports,2022-01-01,Publisher18,Switch,,60
1255,701,Jane Smith,36.0,M,UK,Adventure,foeyldop@example.com,4433,116,36,65,2.4190325979410776,8076,26,Heroes Journey,FPS,2022-01-01,Publisher3,PS5,,95
1256,3889,Michael Smith,63.0,F,France,Strategy,rquschix@example.com,4433,115,69,86,4.642561608379996,7311,49,Heroes Journey,FPS,2022-01-01,Publisher3,PS5,,95
1257,3889,Michael Smith,63.0,F,France,Strategy,rquschix@example.com,4433,115,69,86,4.642561608379996,7311,49,Heroes Journey,FPS,2022-01-01,Publisher3,PS5,,95
1258,701,Jane Smith,36.0,M,UK,Adventure,foeyldop@example.com,3140,14,67,35,0.9519949235980982,7308,2,Adventure Saga,Adventure,2022-01-01,Publisher1,Xbox Series X,52.0,72
1259,703,Sophia Brown,58.0,F,UK,Strategy,flfrhtjj@example.com,1864,165,50,19,0.5169459494120516,2502,35,Mystery World,Sports,2022-01-01,Publisher19,Switch,72.0,63
1260,1580,Emma Miller,30.0,M,Germany,Action,wcohwtqr@example.com,1864,176,100,63,4.05053653981024,2482,40,Mystery World,Sports,2022-01-01,Publisher19,Switch,72.0,63
1261,704,Jane Johnson,39.0,F,France,RPG,nvdkodwz@example.com,1664,52,52,62,2.9598424476139957,7565,24,Quest Empire,FPS,2022-01-01,Publisher8,Switch,69.0,92
1262,704,Jane Johnson,39.0,F,France,RPG,nvdkodwz@example.com,1664,52,52,62,2.9598424476139957,7565,24,Quest Empire,FPS,2022/01/01,Publisher8,Switch,69.0,92
1263,1388,Michael Jones,20.0,Other,Canada,Simulation,ikdybtoz@example.com,1664,39,57,8,0.9892329095681975,3184,20,Quest Empire,FPS,2022-01-01,Publisher8,Switch,69.0,92
1264,1388,Michael Jones,20.0,Other,Canada,Simulation,ikdybtoz@example.com,1664,39,57,8,0.9892329095681975,3184,20,Quest Empire,FPS,2022/01/01,Publisher8,Switch,69.0,92
1265,704,Jane Johnson,39.0,F,France,RPG,nvdkodwz@example.com,700,106,4,51,4.763252076929563,3936,31,Heroes Legends,RPG,2022-01-01,Publisher18,Xbox Series X,69.0,83
1266,1736,Jane Williams,29.0,F,France,RPG,ymxhztrj@example.com,700,18,64,6,2.145420139753342,4504,50,Heroes Legends,RPG,2022-01-01,Publisher18,Xbox Series X,69.0,83
1267,705,Emma Johnson,45.0,M,United States,Simulation,ocgprbuv@example.com,4093,49,70,33,1.1811923362921675,710,21,Space Quest,FPS,2022-01-01,Publisher9,PC,23.0,89
1268,1426,Sophia Smith,38.0,Other,Australia,Simulation,dvclhacq@example.com,4093,153,25,83,4.512100672583496,2585,5,Space Quest,FPS,2022-01-01,Publisher9,PC,23.0,89
1269,706,Michael Taylor,33.0,M,Germany,Simulation,ewbbkvuv@example.com,1044,59,93,55,1.229432538866583,2205,22,Magic Chronicles,RPG,2022-01-01,Publisher10,Switch,38.0,79
1270,1488,Jane Smith,19.0,M,USA,Action,fufgkhuy@example.com,1044,8,41,69,2.4541568931915108,1717,5,Magic Chronicles,RPG,2022-01-01,Publisher10,Switch,38.0,79
1271,707,William Jones,66.0,,Australia,Action,viancoft@example.com,4198,24,12,99,2.6493969318315154,1618,28,Quest of Duty,FPS,2022-01-01,Publisher12,Switch,56.0,90
1272,4259,Sophia Davis,64.0,Other,Australia,Action,elbvlxly@example.com,4198,10,65,92,0.7877609668007761,6637,10,Quest of Duty,FPS,2022-01-01,Publisher12,Switch,56.0,90
1273,708,Michael Johnson,38.0,M,USA,RPG,yizthvco@example.com,2610,194,13,60,4.089794257436017,3943,21,Heroes of Warcraft,Adventure,2022-01-01,Publisher17,Switch,30.0,80
1274,708,Michael Johnson,38.0,M,USA,RPG,yizthvco@example.com,1982,134,99,43,4.74380949948055,1562,19,War Saga,RPG,2022-01-01,Publisher12,Switch,52.0,94
1275,710,Sophia Smith,60.0,,UK,Adventure,kyjfemcj@example.com,1318,76,20,11,1.2421119602895268,6322,27,Magic Quest,Adventure,2022-01-01,Publisher1,PC,30.0,79
1276,4120,Jane Johnson,16.0,M,USA,Adventure,eqpdbupp@example.com,1318,145,95,7,4.268775973128808,4292,10,Magic Quest,Adventure,2022-01-01,Publisher1,PC,30.0,79
1277,711,John Johnson,54.0,,USA,RPG,aiteyzyf@example.com,2365,42,5,28,2.7368710820523146,4756,5,Quest Empire,RPG,2022-01-01,Publisher11,Switch,29.0,82
1278,2491,Jane Miller,24.0,,USA,Strategy,imtlufbn@example.com,2365,184,25,14,2.3600132320003926,1994,47,Quest Empire,RPG,2022-01-01,Publisher11,Switch,29.0,82
1279,712,John Miller,33.0,Other,UK,Simulation,lducjqlx@example.com,3632,188,37,93,2.396977398892329,2162,21,War Chronicles,Strategy,2022-01-01,Publisher18,Switch,,84
1280,714,James Moore,17.0,M,France,Simulation,lqtelxlt@example.com,2687,7,38,82,1.9780112733007478,1047,44,Heroes Quest,RPG,2022-01-01,Publisher11,Switch,28.0,95
1281,1717,Jane Moore,67.0,F,Germany,RPG,lxgpoklc@example.com,2687,156,15,73,0.7061686736593589,2275,6,Heroes Quest,RPG,2022-01-01,Publisher11,Switch,28.0,95
1282,3330,James Jones,27.0,M,Germany,Simulation,sfwsimvb@example.com,2687,168,60,96,3.4658658311279953,6590,18,Heroes Quest,RPG,2022-01-01,Publisher11,Switch,28.0,95
1283,717,Sophia Williams,52.0,F,United States,Action,bsaulbyc@example.com,3195,91,48,34,3.59523236713668,4326,35,Battle Chronicles,Strategy,2022-01-01,Publisher20,PS5,74.0,87
1284,3900,Sophia Miller,56.0,Other,Canada,Strategy,czaczyso@example.com,3195,5,68,6,1.734742625908638,2050,12,Battle Chronicles,Strategy,2022-01-01,Publisher20,PS5,74.0,87
1285,717,Sophia Williams,52.0,F,United States,Action,bsaulbyc@example.com,2096,113,40,64,3.4626931965050294,2758,48,Battle Legends,FPS,2022-01-01,Publisher4,PC,54.0,83
1286,718,John Davis,10.0,F,Australia,RPG,ipeshrtg@example.com,2468,108,69,76,2.5232008762828273,4542,6,Heroes World,Sports,2022-01-01,Publisher14,PS5,79.0,77
1287,719,Michael Davis,31.0,M,France,Action,sijyxdlc@example.com,264,135,28,27,2.501629030518643,5705,1,Mystery Chronicles,Sports,2022-01-01,Publisher7,Switch,49.0,89
1288,4789,Emma Brown,49.0,Other,UK,Strategy,jepzotae@example.com,264,108,38,40,4.403747640838562,4148,27,Mystery Chronicles,Sports,2022-01-01,Publisher7,Switch,49.0,89
1289,719,Michael Davis,31.0,M,France,Action,sijyxdlc@example.com,3395,83,15,85,3.061551289520074,258,3,Fantasy World,Sports,2022-01-01,Publisher9,Xbox Series X,81.0,76
1290,1717,Jane Moore,67.0,F,Germany,RPG,lxgpoklc@example.com,3395,2,77,7,3.6418780398706434,4663,0,Fantasy World,Sports,2022-01-01,Publisher9,Xbox Series X,81.0,76
1291,720,William Miller,50.0,M,United States,Action,gifmdlih@example.com,4685,61,17,3,0.9908339404477732,957,37,Fantasy Chronicles,RPG,2022-01-01,Publisher5,Xbox Series X,,79
1292,3154,Jane Brown,11.0,F,France,Strategy,okahsehl@example.com,4685,64,27,74,4.903058760019768,8188,17,Fantasy Chronicles,RPG,2022-01-01,Publisher5,Xbox Series X,,79
1293,721,Olivia Taylor,22.0,F,USA,Action,zhwamili@example.com,1249,10,29,85,3.194581122898126,3712,43,Magic World,Adventure,2022-01-01,Publisher16,PC,,79
1294,1273,William Smith,58.0,Other,Australia,Action,vhoicfwl@example.com,1249,40,27,48,1.2514705244634867,2035,15,Magic World,Adventure,2022-01-01,Publisher16,PC,,79
1295,1575,Daniel Smith,35.0,F,Canada,Simulation,tysqlfqn@example.com,1249,66,63,60,2.0377906685493077,9174,23,Magic World,Adventure,2022-01-01,Publisher16,PC,,79
1296,2187,Jane Brown,55.0,Other,Germany,RPG,smplsjbq@example.com,1249,153,77,22,3.271169463033455,5949,17,Magic World,Adventure,2022-01-01,Publisher16,PC,,79
1297,4046,Ava Miller,14.0,F,Australia,Action,wluxvpvs@example.com,1249,89,62,43,1.7507038515672317,6986,28,Magic World,Adventure,2022-01-01,Publisher16,PC,,79
1298,722,William Taylor,21.0,M,France,RPG,hptdfefo@example.com,2802,200,3,87,3.0003195623701235,8660,24,Legends Empire,FPS,2022-01-01,Publisher4,PS5,45.0,76
1299,724,Michael Williams,13.0,F,USA,Adventure,rmefocyy@example.com,3500,30,95,10,3.4632124601860625,7746,13,Legends of Warcraft,FPS,2022-01-01,Publisher18,Switch,81.0,80
1300,724,Michael Williams,13.0,F,USA,Adventure,rmefocyy@example.com,1548,140,93,12,0.9325727579024901,7054,40,Space Empire,Adventure,2022-01-01,Publisher4,Switch,94.0,78
1301,725,Emma Smith,69.0,F,UK,Simulation,jxunmzqh@example.com,2616,74,0,79,4.396090488111225,6311,30,Battle Legends,Sports,2022-01-01,Publisher1,PC,60.0,79
1302,726,William Smith,33.0,Other,France,Adventure,ljamyngo@example.com,214,157,25,97,1.370458216418609,7339,7,Adventure Saga,FPS,2022-01-01,Publisher8,PC,67.0,70
1303,727,Emma Taylor,70.0,Other,France,Adventure,yawmrlfk@example.com,4793,141,81,92,4.126563532578654,7843,29,Heroes Journey,Unknown,2022-01-01,Publisher18,PC,,81
1304,728,John Williams,21.0,F,UK,RPG,ciruscls@example.com,3446,153,6,85,2.9119679731856825,4689,43,Space Saga,FPS,2022-01-01,Publisher7,PS5,83.0,83
1305,738,Jane Brown,64.0,M,Germany,Action,bxfwypgv@example.com,3446,26,68,86,4.760876247006384,253,2,Space Saga,FPS,2022-01-01,Publisher7,PS5,83.0,83
1306,4578,Michael Davis,40.0,M,Canada,Adventure,finoxnos@example.com,3446,172,68,41,3.7078386860759496,5685,47,Space Saga,FPS,2022-01-01,Publisher7,PS5,83.0,83
1307,728,John Williams,21.0,F,UK,RPG,ciruscls@example.com,3464,148,13,21,4.763341454050674,2650,9,Legends Chronicles,FPS,2022-01-01,Publisher13,Xbox Series X,61.0,71
1308,729,John Brown,32.0,M,USA,Simulation,lralsvna@example.com,431,200,38,93,1.6173167037746046,7146,9,Fantasy of Duty,Sports,2022-01-01,Publisher17,Xbox Series X,87.0,90
1309,1370,William Moore,47.0,F,UK,RPG,fijoakin@example.com,431,63,66,75,0.6125990143851585,5900,16,Fantasy of Duty,Sports,2022-01-01,Publisher17,Xbox Series X,87.0,90
1310,729,John Brown,32.0,M,USA,Simulation,lralsvna@example.com,3187,84,91,28,2.1307964519336418,9386,30,War of Duty,Sports,2022-01-01,Publisher19,Xbox Series X,,97
1311,1907,Michael Taylor,11.0,M,USA,Action,elvzhgti@example.com,3187,157,63,77,0.9591002533650514,4313,6,War of Duty,Sports,2022-01-01,Publisher19,Xbox Series X,,97
1312,2834,Daniel Wilson,18.0,M,Australia,RPG,pxvftxxz@example.com,3187,37,30,11,1.4009650668256206,5164,50,War of Duty,Sports,2022-01-01,Publisher19,Xbox Series X,,97
1313,4666,Daniel Taylor,14.0,F,Canada,RPG,kmmoifvz@example.com,3187,113,27,51,2.748458388444018,6396,14,War of Duty,Sports,2022-01-01,Publisher19,Xbox Series X,,97
1314,730,Olivia Davis,22.0,M,Canada,Strategy,ocqokjob@example.com,3244,29,82,72,3.793512022779373,5523,15,Adventure Empire,Strategy,2022-01-01,Publisher7,Xbox Series X,94.0,81
1315,1549,Ava Johnson,27.0,M,Australia,Strategy,aeolqilq@example.com,3244,57,33,66,3.513226329389429,9332,49,Adventure Empire,Strategy,2022-01-01,Publisher7,Xbox Series X,94.0,81
1316,734,John Taylor,34.0,Other,France,Action,ppmocgwp@example.com,4707,162,88,75,1.4283093506880462,2437,18,Quest Legends,Strategy,2022-01-01,Publisher20,Switch,38.0,78
1317,2235,William Jones,,M,Australia,Action,dppqimdf@example.com,4707,125,65,52,0.6890787464107009,4113,21,Quest Legends,Strategy,2022-01-01,Publisher20,Switch,38.0,78
1318,735,Sophia Wilson,58.0,Other,Canada,Strategy,yzcimssj@example.com,3414,142,21,46,0.9409183897865738,1815,10,Battle World,Strategy,2022-01-01,Publisher6,Switch,90.0,68
1319,736,Emma Davis,68.0,F,Germany,Adventure,tgspkitm@example.com,1101,175,60,98,2.757207101030228,7871,48,Adventure Legends,Adventure,2022-01-01,Publisher5,Xbox Series X,,86
1320,738,Jane Brown,64.0,M,Germany,Action,bxfwypgv@example.com,2496,60,79,3,1.303506732762024,1874,26,Fantasy of Duty,FPS,2022-01-01,Publisher19,Switch,94.0,87
1321,740,Emma Jones,50.0,Other,France,Strategy,pyqtriyn@example.com,1528,142,77,39,1.0920237963836055,4304,6,Space Quest,Sports,2022-01-01,Publisher9,PC,,94
1322,1331,Emma Jones,38.0,F,USA,Strategy,wpbnoyey@example.com,1528,187,97,47,3.94877634138114,9051,17,Space Quest,Sports,2022-01-01,Publisher9,PC,,94
1323,1745,William Miller,53.0,F,Canada,Action,mqdijofm@example.com,1528,13,78,24,4.559393181783501,2024,11,Space Quest,Sports,2022-01-01,Publisher9,PC,,94
1324,1982,James Moore,58.0,F,France,Action,kbwbvlqk@example.com,1528,149,84,52,4.486468429199064,6150,3,Space Quest,Sports,2022-01-01,Publisher9,PC,,94
1325,740,Emma Jones,50.0,Other,France,Strategy,pyqtriyn@example.com,1969,70,92,25,3.741611945495351,1335,10,Battle Empire,Strategy,2022-01-01,Publisher14,Switch,,83
1326,2093,Daniel Taylor,62.0,F,UK,Adventure,tgfkuptp@example.com,1969,52,4,69,3.519636711852207,9300,46,Battle Empire,Strategy,2022-01-01,Publisher14,Switch,,83
1327,741,William Miller,49.0,Other,Germany,RPG,klpbshta@example.com,1153,193,9,55,2.8268248946026264,7790,1,Space Saga,Adventure,2022-01-01,Publisher10,PC,79.0,87
1328,741,William Miller,49.0,Other,Germany,RPG,klpbshta@example.com,1305,93,100,41,2.4148681873845095,2172,29,Battle Chronicles,Strategy,2022-01-01,Publisher15,Switch,71.0,61
1329,741,William Miller,49.0,Other,Germany,RPG,klpbshta@example.com,1504,99,66,82,3.1962581922112845,6226,1,Mystery Chronicles,RPG,2022-01-01,Publisher2,Xbox Series X,56.0,90
1330,1924,Michael Smith,44.0,M,Canada,Action,ywutxvou@example.com,1504,185,60,93,4.389566799930308,109,17,Mystery Chronicles,RPG,2022-01-01,Publisher2,Xbox Series X,56.0,90
1331,743,Olivia Brown,18.0,F,Australia,Strategy,uorffcuk@example.com,301,147,9,64,1.9364225733612543,9041,46,Mystery Legends,RPG,2022-01-01,Publisher16,PS5,,79
1332,1077,Emma Brown,42.0,,Canada,Strategy,clqovpve@example.com,301,7,11,23,0.5343411730261478,4319,27,Mystery Legends,RPG,2022-01-01,Publisher16,PS5,,79
1333,744,Sophia Davis,29.0,Other,UK,Simulation,ctvwqwxl@example.com,2618,59,77,97,3.041709337529138,3668,41,Quest World,FPS,2022-01-01,Publisher8,Xbox Series X,46.0,75
1334,747,Ava Williams,39.0,Other,Germany,Adventure,xmtjfrnc@example.com,4787,21,35,85,2.6485575261360172,1548,17,Heroes Empire,Strategy,2022-01-01,Publisher10,Switch,25.0,92
1335,748,Olivia Johnson,,F,USA,RPG,twytwsli@example.com,1703,30,5,59,4.984194070189973,6976,36,Adventure of Warcraft,Strategy,2022-01-01,Publisher20,PC,56.0,95
1336,749,Michael Johnson,14.0,F,UK,Adventure,qxctthhb@example.com,3539,148,37,9,1.0222363219573927,9594,45,Space of Duty,Sports,2022-01-01,Publisher15,PS5,54.0,89
1337,749,Michael Johnson,14.0,F,UK,Adventure,qxctthhb@example.com,3539,148,37,9,1.0222363219573927,9594,45,Space of Duty,Sports,2022-01-01,Publisher15,PS5,54.0,89
1338,750,Michael Taylor,51.0,F,France,Adventure,wiqhfsam@example.com,4909,186,31,80,2.6041342621870904,6412,29,Fantasy of Duty,Sports,2022-01-01,Publisher20,PC,,80
1339,752,Sophia Smith,19.0,F,USA,Simulation,yjzfwboc@example.com,2791,41,21,88,3.3242116298034996,1018,16,Magic Journey,Adventure,2022-01-01,Publisher1,Switch,,95
1340,753,Ava Davis,13.0,F,Australia,Adventure,dovvebdc@example.com,1200,3,71,49,4.103616967726445,2836,15,Fantasy Legends,Sports,2022-01-01,Publisher3,Switch,72.0,88
1341,1537,Emma Johnson,13.0,M,USA,Action,uqomcibk@example.com,1200,46,58,95,2.6772909043520583,1389,34,Fantasy Legends,Sports,2022-01-01,Publisher3,Switch,72.0,88
1342,754,Ava Johnson,41.0,F,USA,Adventure,hanjkeda@example.com,1266,96,77,41,4.546022696242604,130,36,Mystery Empire,Sports,2022-01-01,Publisher20,Switch,70.0,91
1343,3261,Olivia Jones,45.0,Other,Germany,Simulation,xtonxlxs@example.com,1266,141,100,35,1.0362844040518948,9008,49,Mystery Empire,Sports,2022-01-01,Publisher20,Switch,70.0,91
1344,754,Ava Johnson,41.0,F,USA,Adventure,hanjkeda@example.com,2556,27,0,93,3.620792681607811,3293,43,Mystery Saga,Sports,2022-01-01,Publisher16,Xbox Series X,56.0,100
1345,755,Ava Davis,,M,USA,Strategy,xynhbexk@example.com,3917,24,29,43,3.2520483498273833,9380,26,Magic of Duty,Strategy,2022-01-01,Publisher13,PC,80.0,90
1346,755,Ava Davis,,M,USA,Strategy,xynhbexk@example.com,3917,24,29,43,3.2520483498273833,9380,26,Magic of Duty,Strategy,2022-01-01,Publisher13,PC,80.0,90
1347,755,Ava Davis,,M,USA,Strategy,xynhbexk@example.com,3792,42,1,16,1.479494228760696,4622,2,Adventure Legends,Strategy,2022-01-01,Publisher10,Switch,60.0,85
1348,756,William Taylor,30.0,F,Australia,Simulation,mvznvavp@example.com,1074,84,53,73,3.0573233771431596,8174,31,Fantasy Legends,RPG,2022-01-01,Publisher19,PC,60.0,94
1349,756,William Taylor,30.0,F,Australia,Simulation,mvznvavp@example.com,865,100,45,98,1.8614520342689964,9241,43,Quest Quest,Strategy,2022-01-01,Publisher9,PS5,95.0,92
1350,878,Ava Wilson,17.0,,France,Adventure,ppvpgcfa@example.com,865,76,31,70,1.7319128578660439,749,42,Quest Quest,Strategy,2022-01-01,Publisher9,PS5,95.0,92
1351,2734,Jane Wilson,60.0,Other,Canada,Action,gldemyni@example.com,865,157,96,75,2.9693393061309945,6838,1,Quest Quest,Strategy,2022-01-01,Publisher9,PS5,95.0,92
1352,757,William Smith,33.0,,UK,Simulation,rglqhdfh@example.com,4749,108,17,9,3.938044685773143,6131,16,War Chronicles,Strategy,2022-01-01,Publisher1,PC,92.0,80
1353,760,Sophia Johnson,28.0,F,France,RPG,fymrsoom@example.com,2177,150,66,60,2.1770238446573584,9468,14,Battle Chronicles,FPS,2022-01-01,Publisher3,PC,39.0,71
1354,761,Sophia Moore,41.0,M,Germany,Strategy,kcmenxgp@example.com,4805,183,15,37,0.680323917117714,2283,36,Space Quest,Adventure,2022-01-01,Publisher3,Switch,,75
1355,763,James Williams,29.0,Other,UK,RPG,yewgehgf@example.com,554,16,59,80,2.185024629736585,4424,22,Fantasy of Duty,FPS,2022-01-01,Publisher11,Xbox Series X,37.0,93
1356,764,Jane Wilson,49.0,,UK,Adventure,fjzcprwc@example.com,3126,86,47,70,1.1814591421934262,6448,4,Fantasy Saga,RPG,2022-01-01,Publisher16,Switch,96.0,91
1357,1722,Sophia Miller,,,Germany,Adventure,gctwzbho@example.com,3126,45,90,62,2.042329880927609,5119,5,Fantasy Saga,RPG,2022-01-01,Publisher16,Switch,96.0,91
1358,766,William Williams,10.0,Other,UK,Simulation,mqnsyqou@example.com,4382,77,90,96,2.7680979743356864,5791,3,Space Chronicles,Strategy,2022-01-01,Publisher3,Switch,79.0,93
1359,766,William Williams,10.0,Other,UK,Simulation,mqnsyqou@example.com,834,23,85,43,1.3433442996167235,7283,40,War Empire,FPS,2022-01-01,Publisher18,Xbox Series X,72.0,86
1360,767,Jane Jones,42.0,M,USA,RPG,aservpxc@example.com,3687,107,2,63,3.5473996793345006,8103,38,Legends of Duty,FPS,2022-01-01,Publisher5,PS5,54.0,91
1361,1114,John Williams,70.0,Other,Australia,Action,qqswjxjz@example.com,3687,122,26,62,4.766305076739038,8721,36,Legends of Duty,FPS,2022-01-01,Publisher5,PS5,54.0,91
1362,1322,Emma Brown,29.0,Other,France,Action,iaczckec@example.com,3687,110,32,3,3.5969520444368777,670,1,Legends of Duty,FPS,2022-01-01,Publisher5,PS5,54.0,91
1363,767,Jane Jones,42.0,M,USA,RPG,aservpxc@example.com,4572,84,59,100,4.323668605763682,5886,45,Heroes of Warcraft,Sports,2022-01-01,Publisher17,PS5,53.0,66
1364,4994,Olivia Wilson,14.0,M,Canada,Simulation,kqyffcwa@example.com,4572,141,56,66,3.179403000743135,4089,33,Heroes of Warcraft,Sports,2022-01-01,Publisher17,PS5,53.0,66
1365,768,Ava Smith,51.0,F,Canada,Strategy,sfpduzhs@example.com,4952,36,71,99,1.007376424295684,8305,21,Battle Saga,Sports,2022-01-01,Publisher3,Xbox Series X,77.0,102
